RZERO,PPM,DATE
2026.11,739.90,2019-03-31 01:52:58
2026.11,739.90,2019-03-31 01:52:59
1975.07,739.90,2019-03-31 01:53:00
2026.11,739.90,2019-03-31 01:53:01
1975.07,739.90,2019-03-31 01:53:02
1975.07,739.90,2019-03-31 01:53:03
2026.11,739.90,2019-03-31 01:53:04
1975.07,739.90,2019-03-31 01:53:05
2026.11,739.90,2019-03-31 01:53:06
1975.07,739.90,2019-03-31 01:53:07
1975.07,739.90,2019-03-31 01:53:08
2026.11,739.90,2019-03-31 01:53:09
2026.11,739.90,2019-03-31 01:53:10
1975.07,739.90,2019-03-31 01:53:11
1975.07,739.90,2019-03-31 01:53:12
1975.07,739.90,2019-03-31 01:53:13
1975.07,739.90,2019-03-31 01:53:14
1975.07,739.90,2019-03-31 01:53:15
2026.11,739.90,2019-03-31 01:53:16
1975.07,739.90,2019-03-31 01:53:17
1975.07,739.90,2019-03-31 01:53:18
1975.07,739.90,2019-03-31 01:53:19
1975.07,739.90,2019-03-31 01:53:20
1975.07,739.90,2019-03-31 01:53:21
2026.11,739.90,2019-03-31 01:53:22
1975.07,739.90,2019-03-31 01:53:23
1975.07,739.90,2019-03-31 01:53:24
1975.07,739.90,2019-03-31 01:53:25
1975.07,739.90,2019-03-31 01:53:26
2026.11,739.90,2019-03-31 01:53:27
1975.07,739.90,2019-03-31 01:53:28
1975.07,739.90,2019-03-31 01:53:29
1975.07,739.90,2019-03-31 01:53:30
2026.11,739.90,2019-03-31 01:53:31
1975.07,739.90,2019-03-31 01:53:32
1975.07,739.90,2019-03-31 01:53:33
2026.11,739.90,2019-03-31 01:53:34
1975.07,739.90,2019-03-31 01:53:35
1975.07,739.90,2019-03-31 01:53:36
1975.07,739.90,2019-03-31 01:53:37
1975.07,739.90,2019-03-31 01:53:38
2026.11,739.90,2019-03-31 01:53:39
1975.07,739.90,2019-03-31 01:53:40
1975.07,739.90,2019-03-31 01:53:41
1975.07,739.90,2019-03-31 01:53:42
1975.07,739.90,2019-03-31 01:53:43
2026.11,739.90,2019-03-31 01:53:44
1975.07,739.90,2019-03-31 01:53:45
1975.07,739.90,2019-03-31 01:53:46
1975.07,739.90,2019-03-31 01:53:47
2026.11,739.90,2019-03-31 01:53:48
1975.07,739.90,2019-03-31 01:53:49
1975.07,739.90,2019-03-31 01:53:50
1975.07,739.90,2019-03-31 01:53:51
2026.11,739.90,2019-03-31 01:53:52
2026.11,739.90,2019-03-31 01:53:53
1975.07,739.90,2019-03-31 01:53:54
2026.11,739.90,2019-03-31 01:53:55
1975.07,739.90,2019-03-31 01:53:56
2026.11,739.90,2019-03-31 01:53:57
2026.11,739.90,2019-03-31 01:53:58
1975.07,739.90,2019-03-31 01:53:59
2026.11,739.90,2019-03-31 01:54:00
2026.11,739.90,2019-03-31 01:54:01
2026.11,739.90,2019-03-31 01:54:02
2026.11,739.90,2019-03-31 01:54:03
1975.07,739.90,2019-03-31 01:54:04
1975.07,739.90,2019-03-31 01:54:05
2026.11,739.90,2019-03-31 01:54:06
1975.07,739.90,2019-03-31 01:54:07
2026.11,739.90,2019-03-31 01:54:08
2026.11,739.90,2019-03-31 01:54:09
1975.07,739.90,2019-03-31 01:54:10
1975.07,739.90,2019-03-31 01:54:11
1975.07,739.90,2019-03-31 01:54:12
1975.07,739.90,2019-03-31 01:54:13
1975.07,739.90,2019-03-31 01:54:14
2026.11,739.90,2019-03-31 01:54:15
2026.11,739.90,2019-03-31 01:54:16
2026.11,739.90,2019-03-31 01:54:17
1975.07,739.90,2019-03-31 01:54:18
2026.11,739.90,2019-03-31 01:54:19
2026.11,739.90,2019-03-31 01:54:20
1975.07,739.90,2019-03-31 01:54:21
1975.07,739.90,2019-03-31 01:54:22
2026.11,739.90,2019-03-31 01:54:23
1975.07,739.90,2019-03-31 01:54:24
1975.07,739.90,2019-03-31 01:54:25
1975.07,689.43,2019-03-31 01:54:26
2026.11,739.90,2019-03-31 01:54:27
1975.07,739.90,2019-03-31 01:54:28
2026.11,739.90,2019-03-31 01:54:29
1975.07,739.90,2019-03-31 01:54:30
1975.07,739.90,2019-03-31 01:54:31
1975.07,739.90,2019-03-31 01:54:32
1975.07,739.90,2019-03-31 01:54:33
2026.11,739.90,2019-03-31 01:54:34
1975.07,739.90,2019-03-31 01:54:35
1975.07,739.90,2019-03-31 01:54:36
1975.07,739.90,2019-03-31 01:54:37
1975.07,739.90,2019-03-31 01:54:38
2026.11,739.90,2019-03-31 01:54:39
2026.11,739.90,2019-03-31 01:54:40
1975.07,739.90,2019-03-31 01:54:41
2026.11,739.90,2019-03-31 01:54:42
1975.07,739.90,2019-03-31 01:54:43
1975.07,739.90,2019-03-31 01:54:44
2026.11,739.90,2019-03-31 01:54:45
1975.07,739.90,2019-03-31 01:54:46
1975.07,739.90,2019-03-31 01:54:47
1975.07,739.90,2019-03-31 01:54:48
1975.07,739.90,2019-03-31 01:54:49
2026.11,739.90,2019-03-31 01:54:50
1975.07,739.90,2019-03-31 01:54:51
2026.11,739.90,2019-03-31 01:54:52
1975.07,739.90,2019-03-31 01:54:53
1975.07,739.90,2019-03-31 01:54:54
2026.11,739.90,2019-03-31 01:54:55
1975.07,739.90,2019-03-31 01:54:56
1975.07,739.90,2019-03-31 01:54:57
2026.11,739.90,2019-03-31 01:54:58
2026.11,739.90,2019-03-31 01:54:59
2026.11,739.90,2019-03-31 01:55:00
1975.07,739.90,2019-03-31 01:55:01
1975.07,739.90,2019-03-31 01:55:02
2026.11,739.90,2019-03-31 01:55:03
1975.07,739.90,2019-03-31 01:55:04
1975.07,739.90,2019-03-31 01:55:05
2026.11,739.90,2019-03-31 01:55:06
2026.11,739.90,2019-03-31 01:55:07
1975.07,739.90,2019-03-31 01:55:08
2026.11,739.90,2019-03-31 01:55:09
2026.11,739.90,2019-03-31 01:55:10
2026.11,739.90,2019-03-31 01:55:11
2026.11,739.90,2019-03-31 01:55:12
2026.11,739.90,2019-03-31 01:55:13
2026.11,739.90,2019-03-31 01:55:14
1975.07,689.43,2019-03-31 01:55:15
1975.07,739.90,2019-03-31 01:55:16
2026.11,739.90,2019-03-31 01:55:17
2026.11,739.90,2019-03-31 01:55:18
2026.11,739.90,2019-03-31 01:55:19
1975.07,739.90,2019-03-31 01:55:20
2026.11,739.90,2019-03-31 01:55:21
2026.11,739.90,2019-03-31 01:55:22
2026.11,739.90,2019-03-31 01:55:23
2026.11,739.90,2019-03-31 01:55:24
2026.11,739.90,2019-03-31 01:55:25
2026.11,739.90,2019-03-31 01:55:26
1975.07,689.43,2019-03-31 01:55:27
2026.11,739.90,2019-03-31 01:55:28
2026.11,739.90,2019-03-31 01:55:29
2026.11,739.90,2019-03-31 01:55:30
2026.11,739.90,2019-03-31 01:55:31
2026.11,739.90,2019-03-31 01:55:32
2026.11,739.90,2019-03-31 01:55:33
2026.11,739.90,2019-03-31 01:55:34
1975.07,739.90,2019-03-31 01:55:35
2026.11,739.90,2019-03-31 01:55:36
2026.11,739.90,2019-03-31 01:55:37
2026.11,739.90,2019-03-31 01:55:38
1975.07,739.90,2019-03-31 01:55:39
1975.07,739.90,2019-03-31 01:55:40
1975.07,739.90,2019-03-31 01:55:41
1975.07,739.90,2019-03-31 01:55:42
1975.07,739.90,2019-03-31 01:55:43
1975.07,739.90,2019-03-31 01:55:44
1975.07,739.90,2019-03-31 01:55:45
2026.11,739.90,2019-03-31 01:55:46
1975.07,739.90,2019-03-31 01:55:47
1975.07,739.90,2019-03-31 01:55:48
1975.07,739.90,2019-03-31 01:55:49
1975.07,739.90,2019-03-31 01:55:50
1975.07,739.90,2019-03-31 01:55:51
1975.07,739.90,2019-03-31 01:55:52
1975.07,739.90,2019-03-31 01:55:53
1975.07,739.90,2019-03-31 01:55:54
1975.07,739.90,2019-03-31 01:55:55
1975.07,739.90,2019-03-31 01:55:56
1975.07,739.90,2019-03-31 01:55:57
2026.11,739.90,2019-03-31 01:55:58
1975.07,739.90,2019-03-31 01:55:59
1975.07,739.90,2019-03-31 01:56:00
1975.07,739.90,2019-03-31 01:56:01
1975.07,739.90,2019-03-31 01:56:02
1975.07,739.90,2019-03-31 01:56:03
1975.07,739.90,2019-03-31 01:56:04
1975.07,739.90,2019-03-31 01:56:05
1975.07,739.90,2019-03-31 01:56:06
1975.07,739.90,2019-03-31 01:56:07
2026.11,739.90,2019-03-31 01:56:08
1975.07,739.90,2019-03-31 01:56:09
1975.07,739.90,2019-03-31 01:56:10
2026.11,739.90,2019-03-31 01:56:11
1975.07,689.43,2019-03-31 01:56:12
1975.07,739.90,2019-03-31 01:56:13
1975.07,739.90,2019-03-31 01:56:14
2026.11,739.90,2019-03-31 01:56:15
1975.07,739.90,2019-03-31 01:56:16
1975.07,739.90,2019-03-31 01:56:17
1975.07,739.90,2019-03-31 01:56:18
1975.07,739.90,2019-03-31 01:56:19
1975.07,739.90,2019-03-31 01:56:20
1975.07,739.90,2019-03-31 01:56:21
2026.11,739.90,2019-03-31 01:56:22
1975.07,739.90,2019-03-31 01:56:23
1975.07,739.90,2019-03-31 01:56:24
2026.11,739.90,2019-03-31 01:56:25
1975.07,739.90,2019-03-31 01:56:26
1975.07,739.90,2019-03-31 01:56:27
1975.07,739.90,2019-03-31 01:56:28
2026.11,739.90,2019-03-31 01:56:29
1975.07,739.90,2019-03-31 01:56:30
1975.07,739.90,2019-03-31 01:56:31
1975.07,739.90,2019-03-31 01:56:32
2026.11,739.90,2019-03-31 01:56:33
1975.07,739.90,2019-03-31 01:56:34
1975.07,739.90,2019-03-31 01:56:35
1975.07,739.90,2019-03-31 01:56:36
1975.07,739.90,2019-03-31 01:56:37
2026.11,739.90,2019-03-31 01:56:38
1975.07,739.90,2019-03-31 01:56:39
1975.07,739.90,2019-03-31 01:56:40
1975.07,739.90,2019-03-31 01:56:41
2026.11,739.90,2019-03-31 01:56:42
1975.07,739.90,2019-03-31 01:56:43
2026.11,739.90,2019-03-31 01:56:44
1975.07,739.90,2019-03-31 01:56:45
1975.07,739.90,2019-03-31 01:56:46
2026.11,739.90,2019-03-31 01:56:47
1975.07,739.90,2019-03-31 01:56:48
1975.07,739.90,2019-03-31 01:56:49
1975.07,739.90,2019-03-31 01:56:50
1975.07,739.90,2019-03-31 01:56:51
1975.07,739.90,2019-03-31 01:56:52
2026.11,739.90,2019-03-31 01:56:53
1975.07,739.90,2019-03-31 01:56:54
1975.07,739.90,2019-03-31 01:56:55
2026.11,739.90,2019-03-31 01:56:56
1975.07,739.90,2019-03-31 01:56:57
1975.07,739.90,2019-03-31 01:56:58
1975.07,739.90,2019-03-31 01:56:59
1975.07,739.90,2019-03-31 01:57:00
1975.07,739.90,2019-03-31 01:57:01
2026.11,739.90,2019-03-31 01:57:02
1975.07,739.90,2019-03-31 01:57:03
2026.11,739.90,2019-03-31 01:57:04
1975.07,739.90,2019-03-31 01:57:05
1975.07,739.90,2019-03-31 01:57:06
2026.11,739.90,2019-03-31 01:57:07
1975.07,739.90,2019-03-31 01:57:08
1975.07,739.90,2019-03-31 01:57:09
1975.07,739.90,2019-03-31 01:57:10
1975.07,739.90,2019-03-31 01:57:11
1975.07,739.90,2019-03-31 01:57:12
1975.07,739.90,2019-03-31 01:57:13
1975.07,739.90,2019-03-31 01:57:14
1975.07,739.90,2019-03-31 01:57:15
1975.07,739.90,2019-03-31 01:57:16
1975.07,739.90,2019-03-31 01:57:17
1975.07,739.90,2019-03-31 01:57:18
1975.07,739.90,2019-03-31 01:57:19
1975.07,739.90,2019-03-31 01:57:20
2026.11,739.90,2019-03-31 01:57:21
1975.07,739.90,2019-03-31 01:57:22
2026.11,739.90,2019-03-31 01:57:24
2026.11,739.90,2019-03-31 01:57:25
1975.07,739.90,2019-03-31 01:57:26
1975.07,739.90,2019-03-31 01:57:27
2026.11,739.90,2019-03-31 01:57:28
2026.11,739.90,2019-03-31 01:57:29
2026.11,739.90,2019-03-31 01:57:30
1975.07,739.90,2019-03-31 01:57:31
1975.07,739.90,2019-03-31 01:57:32
1975.07,739.90,2019-03-31 01:57:33
1975.07,739.90,2019-03-31 01:57:34
2026.11,739.90,2019-03-31 01:57:35
1975.07,739.90,2019-03-31 01:57:36
1975.07,739.90,2019-03-31 01:57:37
1975.07,739.90,2019-03-31 01:57:38
2026.11,739.90,2019-03-31 01:57:39
2026.11,739.90,2019-03-31 01:57:40
1975.07,739.90,2019-03-31 01:57:41
1975.07,739.90,2019-03-31 01:57:42
2026.11,739.90,2019-03-31 01:57:43
1975.07,739.90,2019-03-31 01:57:44
1975.07,739.90,2019-03-31 01:57:45
1975.07,739.90,2019-03-31 01:57:46
1975.07,739.90,2019-03-31 01:57:47
2026.11,739.90,2019-03-31 01:57:48
1975.07,739.90,2019-03-31 01:57:49
1975.07,739.90,2019-03-31 01:57:50
1975.07,739.90,2019-03-31 01:57:51
2026.11,739.90,2019-03-31 01:57:52
1975.07,739.90,2019-03-31 01:57:53
1975.07,739.90,2019-03-31 01:57:54
1975.07,739.90,2019-03-31 01:57:55
2026.11,739.90,2019-03-31 01:57:56
1975.07,739.90,2019-03-31 01:57:57
1975.07,739.90,2019-03-31 01:57:58
1975.07,739.90,2019-03-31 01:57:59
2026.11,739.90,2019-03-31 01:58:00
2026.11,739.90,2019-03-31 01:58:01
1975.07,739.90,2019-03-31 01:58:02
1975.07,739.90,2019-03-31 01:58:03
1975.07,739.90,2019-03-31 01:58:04
1975.07,739.90,2019-03-31 01:58:05
2026.11,739.90,2019-03-31 01:58:06
2026.11,739.90,2019-03-31 01:58:07
2026.11,739.90,2019-03-31 01:58:08
1975.07,739.90,2019-03-31 01:58:09
1975.07,739.90,2019-03-31 01:58:10
2026.11,739.90,2019-03-31 01:58:11
2026.11,739.90,2019-03-31 01:58:12
1975.07,739.90,2019-03-31 01:58:13
1975.07,739.90,2019-03-31 01:58:14
1975.07,739.90,2019-03-31 01:58:15
2026.11,739.90,2019-03-31 01:58:16
1975.07,739.90,2019-03-31 01:58:17
1975.07,739.90,2019-03-31 01:58:18
2026.11,739.90,2019-03-31 01:58:19
1975.07,739.90,2019-03-31 01:58:20
2026.11,739.90,2019-03-31 01:58:21
1975.07,739.90,2019-03-31 01:58:22
2026.11,739.90,2019-03-31 01:58:23
1975.07,739.90,2019-03-31 01:58:24
1975.07,739.90,2019-03-31 01:58:25
2026.11,739.90,2019-03-31 01:58:26
1975.07,739.90,2019-03-31 01:58:27
2026.11,739.90,2019-03-31 01:58:28
1975.07,739.90,2019-03-31 01:58:29
2026.11,739.90,2019-03-31 01:58:30
1975.07,739.90,2019-03-31 01:58:31
2026.11,739.90,2019-03-31 01:58:32
2026.11,739.90,2019-03-31 01:58:33
2026.11,739.90,2019-03-31 01:58:34
1975.07,739.90,2019-03-31 01:58:35
2026.11,739.90,2019-03-31 01:58:36
1975.07,739.90,2019-03-31 01:58:37
1975.07,739.90,2019-03-31 01:58:38
1975.07,739.90,2019-03-31 01:58:39
1975.07,739.90,2019-03-31 01:58:40
1975.07,739.90,2019-03-31 01:58:41
1975.07,739.90,2019-03-31 01:58:42
1975.07,739.90,2019-03-31 01:58:43
1975.07,739.90,2019-03-31 01:58:44
2026.11,739.90,2019-03-31 01:58:45
1975.07,739.90,2019-03-31 01:58:46
2026.11,689.43,2019-03-31 01:58:47
2026.11,739.90,2019-03-31 01:58:48
1975.07,739.90,2019-03-31 01:58:49
1975.07,739.90,2019-03-31 01:58:50
1975.07,739.90,2019-03-31 01:58:51
1975.07,739.90,2019-03-31 01:58:52
1975.07,739.90,2019-03-31 01:58:53
1975.07,739.90,2019-03-31 01:58:54
1975.07,739.90,2019-03-31 01:58:55
2026.11,739.90,2019-03-31 01:58:56
1975.07,739.90,2019-03-31 01:58:57
1975.07,739.90,2019-03-31 01:58:58
1975.07,739.90,2019-03-31 01:58:59
2026.11,739.90,2019-03-31 01:59:00
2026.11,739.90,2019-03-31 01:59:01
1975.07,739.90,2019-03-31 01:59:02
1975.07,739.90,2019-03-31 01:59:03
2026.11,739.90,2019-03-31 01:59:04
2026.11,739.90,2019-03-31 01:59:05
2026.11,739.90,2019-03-31 01:59:06
1975.07,739.90,2019-03-31 01:59:07
2026.11,739.90,2019-03-31 01:59:08
1975.07,739.90,2019-03-31 01:59:09
1975.07,689.43,2019-03-31 01:59:10
2026.11,739.90,2019-03-31 01:59:11
2026.11,739.90,2019-03-31 01:59:12
1975.07,739.90,2019-03-31 01:59:13
2026.11,739.90,2019-03-31 01:59:14
2026.11,739.90,2019-03-31 01:59:15
2026.11,739.90,2019-03-31 01:59:16
1975.07,739.90,2019-03-31 01:59:17
1975.07,739.90,2019-03-31 01:59:18
1975.07,739.90,2019-03-31 01:59:19
2026.11,739.90,2019-03-31 01:59:20
1975.07,739.90,2019-03-31 01:59:21
1975.07,739.90,2019-03-31 01:59:22
1975.07,739.90,2019-03-31 01:59:23
1975.07,739.90,2019-03-31 01:59:24
1975.07,739.90,2019-03-31 01:59:25
2026.11,739.90,2019-03-31 01:59:26
1975.07,739.90,2019-03-31 01:59:27
2026.11,739.90,2019-03-31 01:59:28
1975.07,739.90,2019-03-31 01:59:29
1975.07,739.90,2019-03-31 01:59:30
1975.07,739.90,2019-03-31 01:59:31
1975.07,739.90,2019-03-31 01:59:32
2026.11,739.90,2019-03-31 01:59:33
2026.11,739.90,2019-03-31 01:59:34
2026.11,739.90,2019-03-31 01:59:35
1975.07,739.90,2019-03-31 01:59:36
2026.11,739.90,2019-03-31 01:59:37
1975.07,739.90,2019-03-31 01:59:38
2026.11,739.90,2019-03-31 01:59:39
2026.11,739.90,2019-03-31 01:59:40
1975.07,739.90,2019-03-31 01:59:41
2026.11,739.90,2019-03-31 01:59:42
2026.11,739.90,2019-03-31 01:59:43
1975.07,739.90,2019-03-31 01:59:44
1975.07,739.90,2019-03-31 01:59:45
1975.07,739.90,2019-03-31 01:59:46
1975.07,739.90,2019-03-31 01:59:47
1975.07,739.90,2019-03-31 01:59:48
1975.07,739.90,2019-03-31 01:59:49
1975.07,739.90,2019-03-31 01:59:50
1975.07,739.90,2019-03-31 01:59:51
2026.11,739.90,2019-03-31 01:59:52
1975.07,739.90,2019-03-31 01:59:53
1975.07,739.90,2019-03-31 01:59:54
1975.07,739.90,2019-03-31 01:59:55
1975.07,739.90,2019-03-31 01:59:56
1975.07,739.90,2019-03-31 01:59:57
2026.11,739.90,2019-03-31 01:59:58
1975.07,739.90,2019-03-31 01:59:59
1975.07,739.90,2019-03-31 02:00:00
1975.07,739.90,2019-03-31 02:00:01
2026.11,739.90,2019-03-31 02:00:02
1975.07,739.90,2019-03-31 02:00:03
1975.07,739.90,2019-03-31 02:00:04
1975.07,739.90,2019-03-31 02:00:05
1975.07,739.90,2019-03-31 02:00:06
1975.07,739.90,2019-03-31 02:00:07
1975.07,739.90,2019-03-31 02:00:08
1975.07,739.90,2019-03-31 02:00:09
2026.11,739.90,2019-03-31 02:00:10
1975.07,739.90,2019-03-31 02:00:11
1975.07,739.90,2019-03-31 02:00:12
1975.07,739.90,2019-03-31 02:00:13
1975.07,739.90,2019-03-31 02:00:14
1975.07,739.90,2019-03-31 02:00:15
1975.07,739.90,2019-03-31 02:00:16
1975.07,739.90,2019-03-31 02:00:17
1975.07,739.90,2019-03-31 02:00:18
2026.11,739.90,2019-03-31 02:00:19
1975.07,739.90,2019-03-31 02:00:20
2026.11,739.90,2019-03-31 02:00:21
1975.07,739.90,2019-03-31 02:00:22
1975.07,739.90,2019-03-31 02:00:23
1975.07,739.90,2019-03-31 02:00:24
1975.07,739.90,2019-03-31 02:00:25
2026.11,739.90,2019-03-31 02:00:26
2026.11,739.90,2019-03-31 02:00:27
2026.11,739.90,2019-03-31 02:00:28
2026.11,739.90,2019-03-31 02:00:29
1975.07,739.90,2019-03-31 02:00:30
1975.07,739.90,2019-03-31 02:00:31
2026.11,739.90,2019-03-31 02:00:32
1975.07,739.90,2019-03-31 02:00:33
1975.07,739.90,2019-03-31 02:00:34
1975.07,739.90,2019-03-31 02:00:35
1975.07,739.90,2019-03-31 02:00:36
1975.07,739.90,2019-03-31 02:00:37
1975.07,739.90,2019-03-31 02:00:38
1975.07,739.90,2019-03-31 02:00:39
2026.11,739.90,2019-03-31 02:00:40
2026.11,739.90,2019-03-31 02:00:41
2026.11,739.90,2019-03-31 02:00:42
1975.07,739.90,2019-03-31 02:00:43
1975.07,739.90,2019-03-31 02:00:44
1975.07,739.90,2019-03-31 02:00:45
2026.11,739.90,2019-03-31 02:00:46
2026.11,739.90,2019-03-31 02:00:47
1975.07,739.90,2019-03-31 02:00:48
1975.07,739.90,2019-03-31 02:00:49
1975.07,739.90,2019-03-31 02:00:50
2026.11,739.90,2019-03-31 02:00:51
1975.07,739.90,2019-03-31 02:00:52
1975.07,739.90,2019-03-31 02:00:53
1975.07,739.90,2019-03-31 02:00:54
1975.07,739.90,2019-03-31 02:00:55
1975.07,739.90,2019-03-31 02:00:56
1975.07,739.90,2019-03-31 02:00:57
1975.07,739.90,2019-03-31 02:00:58
1975.07,739.90,2019-03-31 02:00:59
1975.07,739.90,2019-03-31 02:01:00
2026.11,739.90,2019-03-31 02:01:01
2026.11,739.90,2019-03-31 02:01:02
1975.07,739.90,2019-03-31 02:01:03
1975.07,739.90,2019-03-31 02:01:04
1975.07,739.90,2019-03-31 02:01:05
1975.07,739.90,2019-03-31 02:01:06
2026.11,739.90,2019-03-31 02:01:07
1975.07,739.90,2019-03-31 02:01:08
1975.07,739.90,2019-03-31 02:01:09
1975.07,739.90,2019-03-31 02:01:10
2026.11,739.90,2019-03-31 02:01:11
2026.11,739.90,2019-03-31 02:01:12
1975.07,739.90,2019-03-31 02:01:13
2026.11,739.90,2019-03-31 02:01:14
2026.11,739.90,2019-03-31 02:01:15
1975.07,739.90,2019-03-31 02:01:16
1975.07,739.90,2019-03-31 02:01:17
1975.07,739.90,2019-03-31 02:01:18
1975.07,739.90,2019-03-31 02:01:19
2026.11,739.90,2019-03-31 02:01:20
1975.07,739.90,2019-03-31 02:01:21
1975.07,739.90,2019-03-31 02:01:22
1975.07,739.90,2019-03-31 02:01:23
1975.07,739.90,2019-03-31 02:01:24
1975.07,739.90,2019-03-31 02:01:25
1975.07,739.90,2019-03-31 02:01:26
1975.07,739.90,2019-03-31 02:01:27
1975.07,739.90,2019-03-31 02:01:28
2026.11,739.90,2019-03-31 02:01:29
1975.07,739.90,2019-03-31 02:01:30
2026.11,739.90,2019-03-31 02:01:31
1975.07,739.90,2019-03-31 02:01:32
2026.11,739.90,2019-03-31 02:01:33
1975.07,739.90,2019-03-31 02:01:34
2026.11,739.90,2019-03-31 02:01:35
1975.07,739.90,2019-03-31 02:01:36
1975.07,739.90,2019-03-31 02:01:37
1975.07,739.90,2019-03-31 02:01:38
1975.07,739.90,2019-03-31 02:01:39
1975.07,739.90,2019-03-31 02:01:40
1975.07,739.90,2019-03-31 02:01:41
1975.07,739.90,2019-03-31 02:01:42
1975.07,739.90,2019-03-31 02:01:43
1975.07,739.90,2019-03-31 02:01:44
1975.07,739.90,2019-03-31 02:01:45
1975.07,739.90,2019-03-31 02:01:46
2026.11,739.90,2019-03-31 02:01:47
2026.11,739.90,2019-03-31 02:01:48
1975.07,739.90,2019-03-31 02:01:49
2026.11,739.90,2019-03-31 02:01:50
1975.07,739.90,2019-03-31 02:01:51
1975.07,739.90,2019-03-31 02:01:52
1975.07,739.90,2019-03-31 02:01:53
1975.07,739.90,2019-03-31 02:01:54
2026.11,739.90,2019-03-31 02:01:55
1975.07,739.90,2019-03-31 02:01:56
1975.07,739.90,2019-03-31 02:01:57
1975.07,739.90,2019-03-31 02:01:58
1975.07,739.90,2019-03-31 02:01:59
2026.11,739.90,2019-03-31 02:02:00
1975.07,739.90,2019-03-31 02:02:01
1975.07,739.90,2019-03-31 02:02:02
1975.07,739.90,2019-03-31 02:02:03
1975.07,739.90,2019-03-31 02:02:04
1975.07,739.90,2019-03-31 02:02:05
1975.07,739.90,2019-03-31 02:02:06
1975.07,739.90,2019-03-31 02:02:07
1975.07,739.90,2019-03-31 02:02:08
2026.11,739.90,2019-03-31 02:02:09
1975.07,739.90,2019-03-31 02:02:10
1975.07,739.90,2019-03-31 02:02:11
1975.07,739.90,2019-03-31 02:02:12
1975.07,739.90,2019-03-31 02:02:13
1975.07,739.90,2019-03-31 02:02:14
1975.07,739.90,2019-03-31 02:02:15
1975.07,739.90,2019-03-31 02:02:16
1975.07,739.90,2019-03-31 02:02:17
1975.07,739.90,2019-03-31 02:02:18
1975.07,739.90,2019-03-31 02:02:19
1975.07,739.90,2019-03-31 02:02:20
1975.07,739.90,2019-03-31 02:02:21
1975.07,739.90,2019-03-31 02:02:22
1975.07,739.90,2019-03-31 02:02:23
1975.07,739.90,2019-03-31 02:02:24
1975.07,739.90,2019-03-31 02:02:25
1975.07,739.90,2019-03-31 02:02:26
1975.07,739.90,2019-03-31 02:02:27
1975.07,739.90,2019-03-31 02:02:28
1975.07,739.90,2019-03-31 02:02:29
1975.07,739.90,2019-03-31 02:02:30
1975.07,739.90,2019-03-31 02:02:31
1975.07,739.90,2019-03-31 02:02:32
1975.07,739.90,2019-03-31 02:02:33
2026.11,739.90,2019-03-31 02:02:34
1975.07,739.90,2019-03-31 02:02:35
1975.07,739.90,2019-03-31 02:02:36
2026.11,739.90,2019-03-31 02:02:37
1975.07,739.90,2019-03-31 02:02:38
1975.07,739.90,2019-03-31 02:02:39
1975.07,739.90,2019-03-31 02:02:40
1975.07,739.90,2019-03-31 02:02:41
2026.11,739.90,2019-03-31 02:02:42
1975.07,739.90,2019-03-31 02:02:43
2026.11,739.90,2019-03-31 02:02:44
1975.07,739.90,2019-03-31 02:02:45
1975.07,739.90,2019-03-31 02:02:46
1975.07,739.90,2019-03-31 02:02:47
1975.07,739.90,2019-03-31 02:02:48
1975.07,739.90,2019-03-31 02:02:49
1975.07,739.90,2019-03-31 02:02:50
1975.07,739.90,2019-03-31 02:02:51
1975.07,739.90,2019-03-31 02:02:52
1975.07,739.90,2019-03-31 02:02:53
2026.11,739.90,2019-03-31 02:02:54
1975.07,739.90,2019-03-31 02:02:55
1975.07,739.90,2019-03-31 02:02:56
1975.07,739.90,2019-03-31 02:02:57
1975.07,739.90,2019-03-31 02:02:58
1975.07,739.90,2019-03-31 02:02:59
1975.07,739.90,2019-03-31 02:03:00
1975.07,739.90,2019-03-31 02:03:01
2026.11,739.90,2019-03-31 02:03:02
1975.07,739.90,2019-03-31 02:03:03
1975.07,739.90,2019-03-31 02:03:04
1975.07,739.90,2019-03-31 02:03:05
1975.07,739.90,2019-03-31 02:03:06
1975.07,739.90,2019-03-31 02:03:08
1975.07,739.90,2019-03-31 02:03:09
1975.07,739.90,2019-03-31 02:03:10
1975.07,739.90,2019-03-31 02:03:11
1975.07,739.90,2019-03-31 02:03:12
2026.11,739.90,2019-03-31 02:03:13
1975.07,739.90,2019-03-31 02:03:14
1975.07,739.90,2019-03-31 02:03:15
1975.07,739.90,2019-03-31 02:03:16
1975.07,739.90,2019-03-31 02:03:17
1975.07,739.90,2019-03-31 02:03:18
1975.07,739.90,2019-03-31 02:03:19
1975.07,739.90,2019-03-31 02:03:20
1975.07,739.90,2019-03-31 02:03:21
1975.07,739.90,2019-03-31 02:03:22
1975.07,739.90,2019-03-31 02:03:23
1975.07,739.90,2019-03-31 02:03:24
2026.11,739.90,2019-03-31 02:03:25
1975.07,739.90,2019-03-31 02:03:26
2026.11,739.90,2019-03-31 02:03:27
1975.07,739.90,2019-03-31 02:03:28
1975.07,739.90,2019-03-31 02:03:29
1975.07,739.90,2019-03-31 02:03:30
1975.07,739.90,2019-03-31 02:03:31
1975.07,739.90,2019-03-31 02:03:32
1975.07,739.90,2019-03-31 02:03:33
1975.07,739.90,2019-03-31 02:03:34
